id,kanun,madde,probe,iddia,gold,kaynak_alinti,degisiklik_notu,uretim_sablonu,durum,probe_alt
469,TBDY,3.7,P1_dogrudan,"TBDY 2018'e göre başlık levhasında ise , standart veya büyük dairesel delik çapı kullanılmasına izin verilir.",DOGRU,"Başlık levhasında ise , standart veya büyük dairesel delik çapı kullanılmasına izin verilir.",,P1_verbatim,ONAY_BEKLIYOR,P1_verbatim
470,TBDY,8.6.2.4,P5_capraz,TBDY 2018'in 16.10.1.1 numaralı bendine göre önüretimli betonarme döşeme sistemlerinin perde ve/veya kirişler ile sınırlandırılması zorunludur.,YANLIS,Önüretimli betonarme döşeme sistemlerinin perde ve/veya kirişler ile sınırlandırılması zorunludur.,,P5_maddeshift(8.6.2.4→16.10.1.1),ONAY_BEKLIYOR,P5_maddeshift
472,TBDY,9.2.8.1,P1_dogrudan,"TBDY 2018'in 9.2.8.1 numaralı bendine göre betonarme döşemelerin çelik kirişler ile kompozit olarak çalıştığı çelik taşıyıcı sistemlerde, kirişlerin betonarme döşemeye bağlanan başlıklarında, bu koşula uyulması zorunlu değildir.",DOGRU,"Betonarme döşemelerin çelik kirişler ile kompozit olarak çalıştığı çelik taşıyıcı sistemlerde, kirişlerin betonarme döşemeye bağlanan başlıklarında, bu koşula uyulması zorunlu değildir.",,P1_madde_atifli,ONAY_BEKLIYOR,P1_madde_atifli
473,TBDY,11.4.2,P2_sayisal,TBDY 2018'e göre narinlik oranının 30 değerinden daha büyük olmasına izin verilmeyecektir.,YANLIS,Narinlik oranının 15 değerinden daha büyük olmasına izin verilmeyecektir.,,P2_swap(15→30),ONAY_BEKLIYOR,P2_swap
474,YDUY,14,P2_sayisal,Yapı Denetimi Uygulama Yönetmeliği'ne göre verilen ya da yenilenen denetçi belgeleri üç yıl için geçerlidir.,YANLIS,Verilen ya da yenilenen denetçi belgeleri beş yıl için geçerlidir.,,P2_swap(beş→üç),ONAY_BEKLIYOR,P2_swap
475,TBDY,4.3.4.2,P1_dogrudan,TBDY 2018'e göre birbirine dik doğrultularda taşıyıcı sistemlerin süneklik düzeyleri ’nin aynı olması zorunludur.,DOGRU,Birbirine dik doğrultularda taşıyıcı sistemlerin süneklik düzeyleri ’nin aynı olması zorunludur.,,P1_verbatim,ONAY_BEKLIYOR,P1_verbatim
476,TBDY,16.11.1,P5_capraz,TBDY 2018'in 9.2.1.1 numaralı bendine göre statik su basıncı dışında tüm zemin basınçları düzgün yayılı olarak etki ettirilecektir.,YANLIS,Statik su basıncı dışında tüm zemin basınçları düzgün yayılı olarak etki ettirilecektir.,,P5_maddeshift(16.11.1→9.2.1.1),ONAY_BEKLIYOR,P5_maddeshift
480,TBDY,17.2.4,P2_sayisal,"TBDY 2018'e göre kat planında binanın uzun kenarı en fazla 60 muzunluğunda, uzun kenarın kısa kenara oranı ise en fazla 4 olmalıdır.",YANLIS,"Kat planında binanın uzun kenarı en fazla 30 muzunluğunda, uzun kenarın kısa kenara oranı ise en fazla 4 olmalıdır.",,P2_swap(30→60),ONAY_BEKLIYOR,P2_swap
481,TBDY,8.6.2.6,P1_dogrudan,TBDY 2018'e göre önüretimli beton döşeme elemanları ile birlikte yapısal kaplama betonu uygulaması zorunludur.,DOGRU,Önüretimli beton döşeme elemanları ile birlikte yapısal kaplama betonu uygulaması zorunludur.,,P1_verbatim,ONAY_BEKLIYOR,P1_verbatim
483,YDUY,12,P1_dogrudan,Yapı Denetimi Uygulama Yönetmeliği'nin 12. maddesine göre yapı denetim kuruluşunun faaliyet göstereceği ilde en az 100 m2 alana sahip tam donanımlı bir ofisinin bulunması zorunludur.,DOGRU,Yapı denetim kuruluşunun faaliyet göstereceği ilde en az 100 m2 alana sahip tam donanımlı bir ofisinin bulunması zorunludur.,,P1_madde_atifli,ONAY_BEKLIYOR,P1_madde_atifli
485,TBDY,5.7,P1_dogrudan,TBDY 2018'e göre panellerin kaplamaları yapılırken birleşim vidalarının kaplamanın içine gömülmesine izin verilmeyecek ve vidaların profil/sac içine minimum 3 vida adımı ilerlemesi sağlanacaktır.,DOGRU,Panellerin kaplamaları yapılırken birleşim vidalarının kaplamanın içine gömülmesine izin verilmeyecek ve vidaların profil/sac içine minimum 3 vida adımı ilerlemesi sağlanacaktır.,,P1_verbatim,ONAY_BEKLIYOR,P1_verbatim
