id,kanun,madde,probe,iddia,gold,kaynak_alinti,degisiklik_notu,uretim_sablonu,durum
61,6331,8,P1_dogrudan,"6331 sayılı Kanun'un 8. maddesine göre bildirim yapmadığı tespit edilen işyeri hekimi ve iş güvenliği uzmanının belgesi üç ay, tekrarında ise altı ay süreyle ; ortak sağlık ve güvenlik biriminin yetki belgesi altı ay, tekrarında ise bir yıl süreyle askıya alınır.",DOGRU,"Bildirim yapmadığı tespit edilen işyeri hekimi ve iş güvenliği uzmanının belgesi üç ay, tekrarında ise altı ay süreyle ; ortak sağlık ve güvenlik biriminin yetki belgesi altı ay, tekrarında ise bir yıl süreyle askıya alı",,P1_madde_atifli,ONAY_BEKLIYOR
62,TBDY,4.5.3.2,P1_dogrudan,"TBDY 2018'e göre dikdörtgen betonarme perdeler, kesitteki uzunluğunun kalınlığına oranı en az 6 (altı) olarak tanımlanan taşıyıcı sistem elemanlarıdır.",DOGRU,"Dikdörtgen betonarme perdeler, kesitteki uzunluğunun kalınlığına oranı en az 6 (altı) olarak tanımlanan taşıyıcı sistem elemanlarıdır.",,P1_verbatim,ONAY_BEKLIYOR
63,3194,50,P6_guncellik,"3194 sayılı Kanun'un 50. maddesi, ilk yayımlandığı 1985 yılından bu yana hiç değiştirilmemiştir.",YANLIS,Bu Kanun hükümlerini Bakanlar Kurulu yürütür. (Ek kroki ile sınır ve koordinat listesi:11/5/2018-7143/16 md.) (Değişik:27/12/2018-7159/4 md.) (İptal: Anayasa Mahkemesinin 24/9/2020 tarihli ve E.:2019/,değişiklik: 2018,P6_degismedi,ONAY_BEKLIYOR
64,4708,1,P1_dogrudan,"4708 sayılı Kanun'a göre birden fazla müstakil yapının bulunduğu parsellerde, bütün yapıların toplam yapı inşaat alanın ın 200 metrekareyi geçmesi hâlinde de bu Kanun uygulanır.",DOGRU,"Birden fazla müstakil yapının bulunduğu parsellerde, bütün yapıların toplam yapı inşaat alanın ın 200 metrekareyi geçmesi hâlinde de bu Kanun uygulanır.",,P1_verbatim,ONAY_BEKLIYOR
65,TBDY,16.5.2.1,P5_capraz,"TBDY 2018'in 11.4 numaralı bendine göre sahaya özel zemin davranış modelinin oluşturulması amacı ile, yatay zemin tabakalarında kayma birim şekildeğ iştirmesi’ne bağlı olarak kayma modülleri’nin ve eşdeğer histeretik sönüm katsayıları’nın doğrusal olmayan değişimlerinin tanımlanması gereklidir.",YANLIS,"Sahaya özel zemin davranış modelinin oluşturulması amacı ile, yatay zemin tabakalarında kayma birim şekildeğ iştirmesi’ne bağlı olarak kayma modülleri’nin ve eşdeğer histeretik sönüm katsayıları’nın doğrusal olmayan deği",,P5_maddeshift(16.5.2.1→11.4),ONAY_BEKLIYOR
66,6331,24,P6_guncellik,6331 sayılı Kanun'un 24. maddesinde 2024 yılında değişiklik yapılmıştır.,DOGRU,"(1) Bu Kanun hükümlerinin uygulanmasının izlenmesi ve teftişi, iş sağlığı ve güvenliği yönünden teftiş yapmaya yetkili Bakanlık iş müfettişlerince yapılır. Bu Kanun kapsamında yapılacak teftiş ve ince",değişiklik: 2024,P6_yil,ONAY_BEKLIYOR
67,6331,15,P6_guncellik,"6331 sayılı Kanun'un 15. maddesi, ilk yayımlandığı 2012 yılından bu yana hiç değiştirilmemiştir.",YANLIS,(1) İşveren; a) Çalışanların işyerinde maruz kalacakları sa ğlık ve güvenlik risklerini dikkate alarak sağlık gözetimine tabi tutulmalarını sağlar. b) Aşağıdaki hallerde çalışanların sağlık muayeneler,değişiklik: 2014,P6_degismedi,ONAY_BEKLIYOR
68,6331,15,P6_guncellik,6331 sayılı Kanun'un 15. maddesinde 2014 yılında değişiklik yapılmıştır.,DOGRU,(1) İşveren; a) Çalışanların işyerinde maruz kalacakları sa ğlık ve güvenlik risklerini dikkate alarak sağlık gözetimine tabi tutulmalarını sağlar. b) Aşağıdaki hallerde çalışanların sağlık muayeneler,değişiklik: 2014,P6_yil,ONAY_BEKLIYOR
69,YDUY,9,P1_dogrudan,Yapı Denetimi Uygulama Yönetmeliği'nin 9. maddesine göre her türlü yapı inşası işinin Bakanlıkça yetki belgesi verilmiş gerçek veya tüzel kişiler tarafından üstlenilmesi mecburidir.,DOGRU,Her türlü yapı inşası işinin Bakanlıkça yetki belgesi verilmiş gerçek veya tüzel kişiler tarafından üstlenilmesi mecburidir.,,P1_madde_atifli,ONAY_BEKLIYOR
70,TBDY,15.1,P5_capraz,TBDY 2018'in 15.4.8 numaralı bendine göre gevrek olarak hasar gören elemanlarda bu sınıflandırma geçerli değildir.,YANLIS,Gevrek olarak hasar gören elemanlarda bu sınıflandırma geçerli değildir.,,P5_maddeshift(15.1→15.4.8),ONAY_BEKLIYOR
71,3194,22,P1_dogrudan,3194 sayılı Kanun'un 22. maddesine göre eksik veya yanlış olduğu takdirde; müracaat tarihinden itibaren onbeş gün içinde müracaatçıya ilgili bütün eksik ve yanlışları yazı ile bildirilir.,DOGRU,Eksik veya yanlış olduğu takdirde; müracaat tarihinden itibaren onbeş gün içinde müracaatçıya ilgili bütün eksik ve yanlışları yazı ile bildirilir.,,P1_madde_atifli,ONAY_BEKLIYOR
72,YDUY,9,P1_dogrudan,"Yapı Denetimi Uygulama Yönetmeliği'nin 9. maddesine göre yapı müteahhidi veya onu temsilen görevlendirilen şantiye şefi, inşaatta herhangi bir imalata başlamadan en az bir gün önce, yapılacak imalatı yapı denetim kuruluşuna haber vermek zorundadır.",DOGRU,"Yapı müteahhidi veya onu temsilen görevlendirilen şantiye şefi, inşaatta herhangi bir imalata başlamadan en az bir gün önce, yapılacak imalatı yapı denetim kuruluşuna haber vermek zorundadır.",,P1_madde_atifli,ONAY_BEKLIYOR
73,YDUY,36,P6_guncellik,Yapı Denetimi Uygulama Yönetmeliği'nin 36. maddesinde 2022 yılında değişiklik yapılmıştır.,DOGRU,"(Değişik:RG-22/8/2015-29453) (3) (1) Bu Yönetmelik hükümlerini (Değişik ibare:RG-23/12/2022-32052) Çevre, Şehircilik ve İklim Değişikliği Bakanı yürütür. _______ (1) Danıştay Altıncı Dairesinin 2012/2",değişiklik: 2022,P6_yil,ONAY_BEKLIYOR
74,TBDY,15.5.2.2,P5_capraz,"TBDY 2018'in 4.5.2.1 numaralı bendine göre betonarme elemanlar, kırılma türü eğilme ise “sünek”, kesme ise “gevrek” olarak sınıflandırılırlar.",YANLIS,"Betonarme elemanlar, kırılma türü eğilme ise “sünek”, kesme ise “gevrek” olarak sınıflandırılırlar.",,P5_maddeshift(15.5.2.2→4.5.2.1),ONAY_BEKLIYOR
75,YDUY,13,P6_guncellik,Yapı Denetimi Uygulama Yönetmeliği'nin 13. maddesinde 2020 yılında değişiklik yapılmıştır.,DOGRU,(Mülga:RG-11/12/2020-31331) Yapı denetim kuruluşunda görev alacak teknik personelin deneyim ve nitelikleri (Değişik başlık:RG-11/12/2020-31331),değişiklik: 2020,P6_yil,ONAY_BEKLIYOR
76,6331,13,P1_dogrudan,"6331 sayılı Kanun'a göre toplu sözleşme veya toplu iş sözleşmesi ile çalışan kamu personeli, bu maddeye göre çalışmadığı dönemde fiilen çalışmış sayılır.",DOGRU,"Toplu sözleşme veya toplu iş sözleşmesi ile çalışan kamu personeli, bu maddeye göre çalışmadığı dönemde fiilen çalışmış sayılır.",,P1_verbatim,ONAY_BEKLIYOR
77,6331,0,P4_uydurma,6331 sayılı Kanun'a göre ilgililer 'Merkezi Ruhsat Doğrulama Kartı' belgesini her ay ilgili idareye ibraz etmek zorundadır.,YANLIS,uydurma belge şablonu,,P4_belge,ONAY_BEKLIYOR
78,TBDY,16.4.3,P1_dogrudan,"TBDY 2018'e göre yüzeysel temellerde, temel taban kotu ile kaya üst kotu arasında kalınlığı 3 m’den fazla zemin bulunması durumunda ZA ve ZB sınıfı tanımlaması yapılmayacaktır.",DOGRU,"Yüzeysel temellerde, temel taban kotu ile kaya üst kotu arasında kalınlığı 3 m’den fazla zemin bulunması durumunda ZA ve ZB sınıfı tanımlaması yapılmayacaktır.",,P1_verbatim,ONAY_BEKLIYOR
79,3194,11,P6_guncellik,3194 sayılı Kanun'un 11. maddesinde 2008 yılında değişiklik yapılmıştır.,DOGRU,"İmar planlarında; meydan, yol, su yolu, park, yeşil saha, otopark, toplu taşıma istasyonu ve terminal gibi umumi hizmetlere ayrılmış yerlere rastlayan Vakıflar Genel Müdürlüğüne ait gayrimenkuller ile",değişiklik: 2008,P6_yil,ONAY_BEKLIYOR
80,TBDY,16.6.2,P2_sayisal,"TBDY 2018'e göre zemin sıvılaşması, yeraltı su seviyesinin altında yer alan ve yüzeyden 40 mderinliğe kadar olan kohezyonsuz ya da düşük kohezyonlu ( PI<%12 ) zeminlerin deprem sarsıntısı altında, boşluk suyu basıncındaki artışa paralel kayma mukavemeti ve rijitliğindeki önemli oranda azalış olarak tanımlanacaktır.",YANLIS,"Zemin sıvılaşması, yeraltı su seviyesinin altında yer alan ve yüzeyden 20 mderinliğe kadar olan kohezyonsuz ya da düşük kohezyonlu ( PI<%12 ) zeminlerin deprem sarsıntısı altında, boşluk suyu basıncındaki artışa paralel ",,P2_swap(20→40),ONAY_BEKLIYOR
81,6331,10,P1_dogrudan,"6331 sayılı Kanun'a göre işveren, iş sağlığı ve güvenliği yönü nden risk değerlendirmesi yapmak veya yaptırmakla yükümlüdür.",DOGRU,"İşveren, iş sağlığı ve güvenliği yönü nden risk değerlendirmesi yapmak veya yaptırmakla yükümlüdür.",,P1_verbatim,ONAY_BEKLIYOR
82,ISGRISK,10,P5_capraz,Yapı Denetimi Uygulama Yönetmeliği'ne göre planlama: Analiz edilerek etkilerinin büyüklüğüne ve önemine göre sıralı hale getirilen risklerin kontrolü amacıyla bir planlama yapılır.,YANLIS,Planlama: Analiz edilerek etkilerinin büyüklüğüne ve önemine göre sıralı hale getirilen risklerin kontrolü amacıyla bir planlama yapılır.,,P5_lawshuffle(ISGRISK→YDUY),ONAY_BEKLIYOR
83,YDUY,26,P1_dogrudan,Yapı Denetimi Uygulama Yönetmeliği'ne göre yıl sonu itibarı ile hesap kesimi yapılmayan işler için bir sonraki yıla ait ödemede bulunulmaz ve bu yapıların devamına yapı denetim kuruluşunun önerisi ile ilgili idarece izin verilmez.,DOGRU,Yıl sonu itibarı ile hesap kesimi yapılmayan işler için bir sonraki yıla ait ödemede bulunulmaz ve bu yapıların devamına yapı denetim kuruluşunun önerisi ile ilgili idarece izin verilmez.,,P1_verbatim,ONAY_BEKLIYOR
84,6331,10,P5_capraz,"6331 sayılı Kanun'un 2. maddesine göre işveren, iş sağlığı ve güvenliği yönü nden risk değerlendirmesi yapmak veya yaptırmakla yükümlüdür.",YANLIS,"İşveren, iş sağlığı ve güvenliği yönü nden risk değerlendirmesi yapmak veya yaptırmakla yükümlüdür.",,P5_maddeshift(10→2),ONAY_BEKLIYOR
85,TBDY,9.11.2.4,P5_capraz,"TBDY 2018'in 7.3.7.1 numaralı bendine göre çelik-betonarme kompozit kolonlu süneklik düzeyi sınırlı moment aktaran çerçevelerde, kolonların kirişlerden daha güçlü olma koşulunun sağlanması zorunlu değildir.",YANLIS,"Çelik-betonarme kompozit kolonlu süneklik düzeyi sınırlı moment aktaran çerçevelerde, kolonların kirişlerden daha güçlü olma koşulunun sağlanması zorunlu değildir.",,P5_maddeshift(9.11.2.4→7.3.7.1),ONAY_BEKLIYOR
86,TBDY,16.6.2,P1_dogrudan,"TBDY 2018'e göre zemin sıvılaşması, yeraltı su seviyesinin altında yer alan ve yüzeyden 20 mderinliğe kadar olan kohezyonsuz ya da düşük kohezyonlu ( PI<%12 ) zeminlerin deprem sarsıntısı altında, boşluk suyu basıncındaki artışa paralel kayma mukavemeti ve rijitliğindeki önemli oranda azalış olarak tanımlanacaktır.",DOGRU,"Zemin sıvılaşması, yeraltı su seviyesinin altında yer alan ve yüzeyden 20 mderinliğe kadar olan kohezyonsuz ya da düşük kohezyonlu ( PI<%12 ) zeminlerin deprem sarsıntısı altında, boşluk suyu basıncındaki artışa paralel ",,P1_verbatim,ONAY_BEKLIYOR
87,YDUY,17,P6_guncellik,"Yapı Denetimi Uygulama Yönetmeliği'nin 17. maddesi, ilk yayımlandığı 2008 yılından bu yana hiç değiştirilmemiştir.",YANLIS,"(Başlığı ile Birlikte Değişik:RG-29/12/2018-30640) (4) (Değişik:RG-12/6/2025-32924) (1) Bakanlıkça belirlenen yapı denetim kuruluşları, elektronik ortamda görevlendirilebilecek yapı denetim kuruluşu b",değişiklik: 2025,P6_degismedi,ONAY_BEKLIYOR
88,TBDY,1.1.10,P1_dogrudan,"TBDY 2018'in 1.1.10 numaralı bendine göre yönetmelikte yer alan diğer Ek’ler, Yönetmeliğin ayrılmaz parçalarıdır ve uygulanmaları zorunludur.",DOGRU,"Yönetmelikte yer alan diğer Ek’ler, Yönetmeliğin ayrılmaz parçalarıdır ve uygulanmaları zorunludur.",,P1_madde_atifli,ONAY_BEKLIYOR
89,TBDY,4.4.4.2,P5_capraz,"TBDY 2018'in 17.6.7 numaralı bendine göre güvenlik Katsayıları ile Tasarım (GKT) yaklaşımının uygulanması durumunda, Bölüm 16’ya göre temel tasarımı dışında, Bölüm 9 ve Bölüm 10’da verilen yük birleşimleri kullanılacaktır.",YANLIS,"Güvenlik Katsayıları ile Tasarım (GKT) yaklaşımının uygulanması durumunda, Bölüm 16’ya göre temel tasarımı dışında, Bölüm 9 ve Bölüm 10’da verilen yük birleşimleri kullanılacaktır.",,P5_maddeshift(4.4.4.2→17.6.7),ONAY_BEKLIYOR
90,TBDY,7.6.3.3,P2_sayisal,"TBDY 2018'e göre uç bölgeleri dışında, perde gövdelerinin her dört yüzündeki donatı ağları, her bir metrekare perde yüzünde en az dört adet özel deprem çirozu ile karşılıklı olarak bağlanacaktır.",YANLIS,"Uç bölgeleri dışında, perde gövdelerinin her iki yüzündeki donatı ağları, her bir metrekare perde yüzünde en az dört adet özel deprem çirozu ile karşılıklı olarak bağlanacaktır.",,P2_swap(iki→dört),ONAY_BEKLIYOR
91,4708,2,P6_guncellik,4708 sayılı Kanun'un 2. maddesinde 2022 yılında değişiklik yapılmıştır.,DOGRU,Bu Kanun kapsamına giren her türlü yapı; Bakanlıktan aldığı izin belge si ile çalışan ve münhasıran yapı denetimi ile uğraşan tüzel kişiliğe sahip yapı denetim kuruluşlarının denetimine tabidir. Yapı ,değişiklik: 2022,P6_yil,ONAY_BEKLIYOR
92,4708,9,P6_guncellik,4708 sayılı Kanun'un 9. maddesinde 2024 yılında değişiklik yapılmıştır.,DOGRU,"(Değişik: 23/1/2008 – 5728/497 md.) (Değişik fıkra:5/12/2024-7534/14 md.) Bu Kanun hükümlerinin uygulanması sırasında, yapı denetim veya laboratuvar kuruluşunun icraî veya ihmalî davranışla yeni iş al",değişiklik: 2024,P6_yil,ONAY_BEKLIYOR
93,TBDY,16.5.2.1,P1_dogrudan,"TBDY 2018'in 16.5.2.1 numaralı bendine göre sahaya özel zemin davranış modelinin oluşturulması amacı ile, yatay zemin tabakalarında kayma birim şekildeğ iştirmesi’ne bağlı olarak kayma modülleri’nin ve eşdeğer histeretik sönüm katsayıları’nın doğrusal olmayan değişimlerinin tanımlanması gereklidir.",DOGRU,"Sahaya özel zemin davranış modelinin oluşturulması amacı ile, yatay zemin tabakalarında kayma birim şekildeğ iştirmesi’ne bağlı olarak kayma modülleri’nin ve eşdeğer histeretik sönüm katsayıları’nın doğrusal olmayan deği",,P1_madde_atifli,ONAY_BEKLIYOR
94,TBDY,15.2.5.1,P1_dogrudan,TBDY 2018'e göre projeler ölçümler ile önemli farklılıklar gösteriyor ise proje yok sayılır.,DOGRU,Projeler ölçümler ile önemli farklılıklar gösteriyor ise proje yok sayılır.,,P1_verbatim,ONAY_BEKLIYOR
95,TBDY,9.11.2.4,P1_dogrudan,"TBDY 2018'in 9.11.2.4 numaralı bendine göre çelik-betonarme kompozit kolonlu süneklik düzeyi sınırlı moment aktaran çerçevelerde, kolonların kirişlerden daha güçlü olma koşulunun sağlanması zorunlu değildir.",DOGRU,"Çelik-betonarme kompozit kolonlu süneklik düzeyi sınırlı moment aktaran çerçevelerde, kolonların kirişlerden daha güçlü olma koşulunun sağlanması zorunlu değildir.",,P1_madde_atifli,ONAY_BEKLIYOR
96,6331,0,P3_anakronizm,6331 sayılı İş Sağlığı ve Güvenliği Kanunu 2021 yılında kabul edilmiştir.,YANLIS,yıl: 2012,,P3_yil,ONAY_BEKLIYOR
97,3194,39,P5_capraz,3194 sayılı Kanun'un 26. maddesine göre malik dışında binada ikamet amacıyla oturanlara da ayrıca tahliye için tebligat yapılır.,YANLIS,Malik dışında binada ikamet amacıyla oturanlara da ayrıca tahliye için tebligat yapılır.,,P5_maddeshift(39→26),ONAY_BEKLIYOR
98,6331,25,P2_sayisal,6331 sayılı Kanun'a göre mahkeme itirazı öncelikle görüşür ve dört iş günü içinde karara bağlar.,YANLIS,Mahkeme itirazı öncelikle görüşür ve altı iş günü içinde karara bağlar.,,P2_swap(altı→dört),ONAY_BEKLIYOR
99,YDUY,26,P5_capraz,İSG Risk Değerlendirmesi Yönetmeliği'ne göre yıl sonu itibarı ile hesap kesimi yapılmayan işler için bir sonraki yıla ait ödemede bulunulmaz ve bu yapıların devamına yapı denetim kuruluşunun önerisi ile ilgili idarece izin verilmez.,YANLIS,Yıl sonu itibarı ile hesap kesimi yapılmayan işler için bir sonraki yıla ait ödemede bulunulmaz ve bu yapıların devamına yapı denetim kuruluşunun önerisi ile ilgili idarece izin verilmez.,,P5_lawshuffle(YDUY→ISGRISK),ONAY_BEKLIYOR
100,TBDY,17.4.2.1,P1_dogrudan,TBDY 2018'in 17.4.2.1 numaralı bendine göre uzun kenar / kısa kenar oranının ara değerleri için düşey donatı oranı alt sınırının doğrusal olarak değiştiği kabul edilebilir.,DOGRU,Uzun kenar / kısa kenar oranının ara değerleri için düşey donatı oranı alt sınırının doğrusal olarak değiştiği kabul edilebilir.,,P1_madde_atifli,ONAY_BEKLIYOR
101,3194,26,P6_guncellik,"3194 sayılı Kanun'un 26. maddesi, ilk yayımlandığı 1985 yılından bu yana hiç değiştirilmemiştir.",YANLIS,"Kamu kurum ve kuruluşlarınca yapılacak veya yaptırılacak yapılara, imar planlarında o maksada tahsis edilmiş olmak, plan ve mevzuata aykırı olmamak üzere mimari, statik, tesisat ve her türlü fenni mes",değişiklik: 2018,P6_degismedi,ONAY_BEKLIYOR
102,3194,27,P1_dogrudan,3194 sayılı Kanun'un 27. maddesine göre köy yerleşik alan sınırları dışında kalan ve entegre tesis niteliğinde olmayan ve imar planı gerektirmeyen tarım ve hayvancılık amaçlı yapıların yapı ruhsatı alınarak inşa edilmesi zorunludur.,DOGRU,Köy yerleşik alan sınırları dışında kalan ve entegre tesis niteliğinde olmayan ve imar planı gerektirmeyen tarım ve hayvancılık amaçlı yapıların yapı ruhsatı alınarak inşa edilmesi zorunludur.,,P1_madde_atifli,ONAY_BEKLIYOR
103,6331,25,P6_guncellik,"6331 sayılı Kanun'un 25. maddesi, ilk yayımlandığı 2012 yılından bu yana hiç değiştirilmemiştir.",YANLIS,"(1) İşyerindeki bina ve eklentilerde, çalışma yöntem ve şekillerinde veya iş ekipmanlarında çalışanlar için hayati tehlik eoluşturan bir husus tespit edildiğinde; bu tehlike giderilinceye kadar, hayat",değişiklik: 2015,P6_degismedi,ONAY_BEKLIYOR
104,YDUY,29,P6_guncellik,"Yapı Denetimi Uygulama Yönetmeliği'nin 29. maddesi, ilk yayımlandığı 2008 yılından bu yana hiç değiştirilmemiştir.",YANLIS,"(1) (Değişik:RG-22/8/2015-29453) (Değişik ibare:RG-23/12/2022-32052) Kanunun 8 inci maddesinin birinci fıkrası uyarınca yeni iş almaktan men cezasına yol açan denetim işlerinde, ilgili idaresince bu i",değişiklik: 2022,P6_degismedi,ONAY_BEKLIYOR
105,6331,17,P5_capraz,"3194 sayılı Kanun'a göre mesleki eğitim alma zorunluluğu bulunan tehlikeli ve çok tehl ikeli sınıfta yer alan işlerde, yapacağı işle ilgili mesleki eğitim aldığını belgeleyemeyenler çalıştırılamaz.",YANLIS,"Mesleki eğitim alma zorunluluğu bulunan tehlikeli ve çok tehl ikeli sınıfta yer alan işlerde, yapacağı işle ilgili mesleki eğitim aldığını belgeleyemeyenler çalıştırılamaz.",,P5_lawshuffle(6331→3194),ONAY_BEKLIYOR
106,ISGRISK,0,P4_uydurma,İSG Risk Değerlendirmesi Yönetmeliği'ne göre ilgililer 'Ulusal Denetim Sicil Belgesi' belgesini her yıl yenilemek zorundadır.,YANLIS,uydurma belge şablonu,,P4_belge,ONAY_BEKLIYOR
